tab_code,tab_name,cat01_code,cat01_name,cat02_code,cat02_name,cat03_code,cat03_name,area_code,area_name,time_code,time_name,value
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2001000000,2001年,106703
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2000000000,2000年,106067
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1999000000,1999年,105048
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1998000000,1998年,104687
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1997000000,1997年,103839
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1996000000,1996年,103518
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1995000000,1995年,102992
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1994000000,1994年,103014
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1993000000,1993年,102828
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1992000000,1992年,102279
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1991000000,1991年,101493
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1990000000,1990年,100932
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1989000000,1989年,100407
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1988000000,1988年,99331
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1987000000,1987年,98095
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1986000000,1986年,97758
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1985000000,1985年,98455
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1984000000,1984年,99170
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1983000000,1983年,99808
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1982000000,1982年,99587
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1981000000,1981年,100229
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1980000000,1980年,100958
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1979000000,1979年,100331
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1978000000,1978年,97549
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1977000000,1977年,93981
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1976000000,1976年,89664
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1975000000,1975年,85680
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1974000000,1974年,82032
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1973000000,1973年,79826
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1972000000,1972年,72797
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1971000000,1971年,68607
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1970000000,1970年,66579
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1969000000,1969年,62481
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1968000000,1968年,57625
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1967000000,1967年,53406
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1966000000,1966年,49821
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1965000000,1965年,45193
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1964000000,1964年,40975
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1963000000,1963年,37041
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1962000000,1962年,34703
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1961000000,1961年,32789
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1960000000,1960年,31330
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1959000000,1959年,30134
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1958000000,1958年,29200
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1957000000,1957年,28344
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1956000000,1956年,26970
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1955000000,1955年,24983
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1954000000,1954年,21607
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1953000000,1953年,16796
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1952000000,1952年,12142
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1951000000,1951年,9245
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1950000000,1950年,8028
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1949000000,1949年,7169
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,1948000000,1948年,5917
